# cycle	 average reward
100	 89.99
200	 93.01
300	 94.6767
400	 95.785
500	 96.252
600	 96.215
700	 96.4871
800	 96.5675
900	 96.8622
1000	 97.087
1100	 97.0109
1200	 96.9567
1300	 96.9615
1400	 96.9343
1500	 96.9033
1600	 97.0413
1700	 96.9624
1800	 96.9717
1900	 96.9974
2000	 97.0315
2100	 97.0676
2200	 97.2655
2300	 97.3409
2400	 97.4146
2500	 97.2272
2600	 97.2531
2700	 97.0407
2800	 97.0518
2900	 97.0621
3000	 97.134
