cycle, observation, reward, action, explored, explore_rate, total reward, average reward
5022, 0, 1, 0, 0, 9.88131e-324, 3241, 0.64536
5023, 0, 1, 0, 0, 9.88131e-324, 3242, 0.645431
5024, 0, 1, 0, 0, 9.88131e-324, 3243, 0.645502
5025, 1, 0, 1, 0, 9.88131e-324, 3243, 0.645373
5026, 0, 0, 0, 0, 9.88131e-324, 3243, 0.645245
5027, 0, 1, 0, 0, 9.88131e-324, 3244, 0.645315
5028, 0, 1, 0, 0, 9.88131e-324, 3245, 0.645386
5029, 0, 1, 0, 0, 9.88131e-324, 3246, 0.645456
5030, 1, 0, 1, 0, 9.88131e-324, 3246, 0.645328
5031, 1, 1, 0, 0, 9.88131e-324, 3247, 0.645399
5032, 1, 0, 1, 0, 9.88131e-324, 3247, 0.64527
5033, 1, 1, 1, 0, 9.88131e-324, 3248, 0.645341
5034, 0, 0, 0, 0, 9.88131e-324, 3248, 0.645213
5035, 1, 0, 1, 0, 9.88131e-324, 3248, 0.645084
5036, 0, 0, 0, 0, 9.88131e-324, 3248, 0.644956
5037, 0, 1, 1, 0, 9.88131e-324, 3249, 0.645027
5038, 0, 0, 0, 0, 9.88131e-324, 3249, 0.644899
5039, 0, 1, 0, 0, 9.88131e-324, 3250, 0.644969
5040, 0, 1, 1, 0, 9.88131e-324, 3251, 0.64504
5041, 0, 0, 1, 0, 9.88131e-324, 3251, 0.644912
5042, 0, 0, 0, 0, 9.88131e-324, 3251, 0.644784
5043, 0, 1, 0, 0, 9.88131e-324, 3252, 0.644854
5044, 0, 1, 0, 0, 9.88131e-324, 3253, 0.644925
5045, 0, 1, 0, 0, 9.88131e-324, 3254, 0.644995
5046, 1, 0, 1, 0, 9.88131e-324, 3254, 0.644867
5047, 0, 0, 0, 0, 9.88131e-324, 3254, 0.644739
5048, 0, 1, 0, 0, 9.88131e-324, 3255, 0.64481
5049, 0, 1, 0, 0, 9.88131e-324, 3256, 0.64488
5050, 0, 1, 0, 0, 9.88131e-324, 3257, 0.64495
